id,address,state,city,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
792,"1120 SOUTH CURRY",CA,TEHACHAPI,93561,35.119161,-118.449898,1,range_interpolation,1120,"S Curry St",Tehachapi,CA,"Kern County",93561,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0678092,006100,3033,3,060290061003033,"Bakersfield, CA",12540,metropolitan,,,,
793,"14327 VINELAND RD",CA,BAKERSFIELD,93307,35.224547,-118.89499,0.9,rooftop,14327,"S Vineland Rd",Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield",2018,06,06029,0603526,006201,1094,1,060290062011094,"Bakersfield, CA",12540,metropolitan,,,,
794,"3301 VIRGINIA AVE",CA,BAKERSFIELD,93307,35.361185,-118.947352,1,rooftop,3301,Virginia,Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002301,1037,1,060290023011037,"Bakersfield, CA",12540,metropolitan,,,,
795,"1314 OSWELL ST",CA,BAKERSFIELD,93306,35.376556,-118.953009,1,rooftop,1314,Oswell,Bakersfield,CA,"Kern County",93306,US,"Kern County",2018,06,06029,0603526,000905,1016,1,060290009051016,"Bakersfield, CA",12540,metropolitan,,,,
796,"1201 WILLIAMS ST",CA,BAKERSFIELD,93305,35.377047,-118.976225,1,rooftop,1201,Williams,Bakersfield,CA,"Kern County",93305,US,"Kern County",2018,06,06029,0603526,001202,2003,2,060290012022003,"Bakersfield, CA",12540,metropolitan,,,,
797,"401 WILLOW DRIVE",CA,BAKERSFIELD,93308,35.402215,-119.028239,1,range_interpolation,401,"Willow Dr",Bakersfield,CA,"Kern County",93308,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0603526,000400,1031,1,060290004001031,"Bakersfield, CA",12540,metropolitan,,,,
798,"8325 BUENA VISTA BLVD",CA,LAMONT,93241,35.237698,-118.910743,1,range_interpolation,8325,"Buena Vista Blvd",Lamont,CA,"Kern County",93241,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0640088,006404,1005,1,060290064041005,"Bakersfield, CA",12540,metropolitan,,,,
799,"625 14TH ST",CA,DELANO,93215,35.773808,-119.250986,1,range_interpolation,625,"14th Ave",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004800,2001,2,060290048002001,"Bakersfield, CA",12540,metropolitan,,,,
800,"615 14TH AVENUE",CA,DELANO,93215,35.773787,-119.251095,1,range_interpolation,615,"14th Ave",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004800,2001,2,060290048002001,"Bakersfield, CA",12540,metropolitan,,,,
801,"923 G ST",CA,WASCO,93280,35.591094,-119.332837,1,rooftop,923,"G St",Wasco,CA,"Kern County",93280,US,"Kern County",2018,06,06029,0683542,004402,1048,1,060290044021048,"Bakersfield, CA",12540,metropolitan,,,,
802,"222 HOOD ST",CA,ARVIN,93203,35.203743,-118.837423,0.6,street_center,,"Hood St",Arvin,CA,"Kern County",93203,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0602924,006303,1011,1,060290063031011,"Bakersfield, CA",12540,metropolitan,,,,
803,"8505 SUNSET BLVD",CA,BAKERSFIELD,93307,35.223226,-118.91443,1,range_interpolation,8505,"Sunset Blvd",Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0603526,006201,1091,1,060290062011091,"Bakersfield, CA",12540,metropolitan,,,,
804,"8701 SUNSET BLVD",CA,BAKERSFIELD,93307,35.223241,-118.912807,1,range_interpolation,8701,"Sunset Blvd",Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0603526,006201,1091,1,060290062011091,"Bakersfield, CA",12540,metropolitan,,,,
805,"9001 STOCKDALE HWY.",CA,BAKERSFIELD,93311,35.354257,-119.107587,1,rooftop,9001,"Stockdale Hwy",Bakersfield,CA,"Kern County",93311,US,"City of Bakersfield",2018,06,06029,0603526,002806,1003,1,060290028061003,"Bakersfield, CA",12540,metropolitan,,,,
806,"1457 GLENWOOD STREET",CA,DELANO,93215,35.774758,-119.250817,1,rooftop,1457,"Glenwood St",Delano,CA,"Kern County",93215,US,"Kern County",2018,06,06029,0618394,004800,2001,2,060290048002001,"Bakersfield, CA",12540,metropolitan,,,,
807,"1927 RANDOLPH ST",CA,DELANO,93215,35.781767,-119.232167,1,range_interpolation,1927,"Randolph St",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004902,5003,5,060290049025003,"Bakersfield, CA",12540,metropolitan,,,,
808,"235 WEST 20TH AVE.",CA,DELANO,93215,35.783293,-119.261492,1,range_interpolation,235,"W 20th Ave",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004604,2035,2,060290046042035,"Bakersfield, CA",12540,metropolitan,,,,
809,"200 WEST 15TH AVE.",CA,DELANO,93215,35.775117,-119.260723,0.5,range_interpolation,200,"W 15th Pl",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004604,2038,2,060290046042038,"Bakersfield, CA",12540,metropolitan,,,,
810,"1430 CECIL AVENUE",CA,DELANO,93215,35.775711,-119.24149,1,range_interpolation,1430,"Cecil Ave",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,005004,1013,1,060290050041013,"Bakersfield, CA",12540,metropolitan,,,,
811,"710 QUINCY STETT",CA,DELANO,93215,35.766191,-119.234369,0.9,range_interpolation,710,"Quincy St",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,005004,3011,3,060290050043011,"Bakersfield, CA",12540,metropolitan,,,,
812,"1318 CLINTON STREET",CA,DELANO,93215,35.771718,-119.255935,0.9,range_interpolation,1318,"Clinton St",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004800,2022,2,060290048002022,"Bakersfield, CA",12540,metropolitan,,,,
813,"1320 VASSAR AVENUE",CA,DELANO,93215,35.777651,-119.227726,0.6,street_center,,"Vassar St",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,,,,,"Bakersfield, CA",12540,metropolitan,,,,
814,"1331 BROWNING ROAD",CA,DELANO,93215,35.761366,-119.222914,0.6,street_center,,"Browning Rd",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004604,4165,4,060290046044165,"Bakersfield, CA",12540,metropolitan,,,,
815,"2100 SUMMER DRIVE",CA,DELANO,93215,35.787036,-119.227498,1,range_interpolation,2100,"Summer Dr",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004902,3001,3,060290049023001,"Bakersfield, CA",12540,metropolitan,,,,
816,"120 WEST GARCES HWY",CA,DELANO,93215,35.761229,-119.256146,1,range_interpolation,120,"Garces Hwy",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004800,4014,4,060290048004014,"Bakersfield, CA",12540,metropolitan,,,,
817,"1001 HIETT AVE.",CA,DELANO,93215,35.767218,-119.269619,1,rooftop,1001,"Hiett Ave",Delano,CA,"Kern County",93215,US,"Kern County",2018,06,06029,0618394,004604,2116,2,060290046042116,"Bakersfield, CA",12540,metropolitan,,,,
818,"1959 PRINCETON STREET",CA,DELANO,93215,35.783584,-119.236747,0.6,nearest_rooftop_match,2011,"Princeton St",Delano,CA,"Kern County",93215,US,"Kern County",2018,06,06029,0618394,004902,1004,1,060290049021004,"Bakersfield, CA",12540,metropolitan,,,,
819,"1999 NORWALK STREET",CA,DELANO,93215,35.783158,-119.241067,1,range_interpolation,1999,"Norwalk St",Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004901,3004,3,060290049013004,"Bakersfield, CA",12540,metropolitan,,,,
820,"721 SOUTH EDISON ROAD",CA,BAKERSFIELD,93307,35.348624,-118.877514,1,rooftop,721,"S Edison",Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,001000,4176,4,060290010004176,"Bakersfield, CA",12540,metropolitan,,,,
821,"1036 VINELAND RD.",CA,BAKERSFIELD,93306,35.366937,-118.896663,1,rooftop,1036,"Vineland Rd",Bakersfield,CA,"Kern County",93306,US,"City of Bakersfield",2018,06,06029,0603526,001000,1013,1,060290010001013,"Bakersfield, CA",12540,metropolitan,,,,
822,"9600 EUCALYPTUS DRIVE",CA,BAKERSFIELD,93306,35.365712,-118.897531,1,rooftop,9600,Eucalyptus,Bakersfield,CA,"Kern County",93306,US,"Kern County",2018,06,06029,0603526,001000,1013,1,060290010001013,"Bakersfield, CA",12540,metropolitan,,,,
823,"1305 W FITZGERALD   BLDG 6457",CA,"EDWARDS AFB",93524,34.931987,-117.907127,0.33,place,,,Edwards,CA,"Kern County",93524,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0621586,005700,1479,1,060290057001479,"Bakersfield, CA",12540,metropolitan,,,,
824,"BLDG 5210 LATHROP DR",CA,"EDWARDS AFB",93523,34.960825,-117.835384,1,place,,,Edwards,CA,"Kern County",93523,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0621586,005700,1238,1,060290057001238,"Bakersfield, CA",12540,metropolitan,,,,
825,"1208 W FITZGERALD   BLDG 6459",CA,"EDWARDS AFB",93523,34.917388,-117.912289,1,range_interpolation,1208,"Fitzgerald Blvd",Edwards,CA,"Kern County",93523,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0621586,005700,1474,1,060290057001474,"Bakersfield, CA",12540,metropolitan,,,,
826,"1500 S. FAIRFAX ROAD",CA,BAKERSFIELD,93307,35.341404,-118.933076,1,rooftop,1500,"S Fairfax Rd",Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield",2018,06,06029,0603526,002400,1099,1,060290024001099,"Bakersfield, CA",12540,metropolitan,,,,
827,"6714 SHIRLEY LANE",CA,BAKERSFIELD,93307,35.343839,-118.929414,1,rooftop,6714,Shirley,Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002400,1086,1,060290024001086,"Bakersfield, CA",12540,metropolitan,,,,
828,"3301 VIRGINIA AVE",CA,BAKERSFIELD,93307,35.361185,-118.947352,1,rooftop,3301,Virginia,Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002301,1037,1,060290023011037,"Bakersfield, CA",12540,metropolitan,,,,
829,"6327 ZEPHYR LANE ELEMENTARY",CA,BAKERSFIELD,93307,35.345846,-118.934279,1,rooftop,6327,Zephyr,Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002400,1029,1,060290024001029,"Bakersfield, CA",12540,metropolitan,,,,
830,"5 REAL ROAD",CA,BAKERSFIELD,93309,35.354952,-119.04378,1,rooftop,5,Real,Bakersfield,CA,"Kern County",93309,US,"Kern County",2018,06,06029,0603526,001801,2015,2,060290018012015,"Bakersfield, CA",12540,metropolitan,,,,
831,"1418 W COLUMBUS AVE",CA,BAKERSFIELD,93301,35.398964,-119.017382,1,rooftop,1418,"W Columbus",Bakersfield,CA,"Kern County",93301,US,"Kern County",2018,06,06029,0603526,000600,1005,1,060290006001005,"Bakersfield, CA",12540,metropolitan,,,,
832,"1130 17TH ST",CA,BAKERSFIELD,93301,35.374556,-119.014677,1,rooftop,1130,17th,Bakersfield,CA,"Kern County",93301,US,"Kern County",2018,06,06029,0603526,001600,1105,1,060290016001105,"Bakersfield, CA",12540,metropolitan,,,,
833,"329 S MILL ST",CA,TEHACHAPI,93561,35.129832,-118.453037,1,range_interpolation,329,"S Mill St",Tehachapi,CA,"Kern County",93561,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0678092,006100,1023,1,060290061001023,"Bakersfield, CA",12540,metropolitan,,,,
834,"1201 NORTH CHINA LAKE BLVD",CA,RIDGECREST,93555,35.642903,-117.671155,1,rooftop,1201,"N China Lake Bl",Ridgecrest,CA,"Kern County",93555,US,"Kern County",2018,06,06029,0660704,005401,3000,3,060290054013000,"Bakersfield, CA",12540,metropolitan,,,,
835,"301 EAST 4TH STREET",CA,BAKERSFIELD,93307,35.360303,-119.000233,1,rooftop,301,"E 4th",Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002100,2003,2,060290021002003,"Bakersfield, CA",12540,metropolitan,,,,
836,"315 EAST 18TH STREET",CA,BAKERSFIELD,93305,35.374476,-118.999107,1,rooftop,315,"E 18th",Bakersfield,CA,"Kern County",93305,US,"Kern County",2018,06,06029,0603526,001500,1017,1,060290015001017,"Bakersfield, CA",12540,metropolitan,,,,
837,"1000 SOUTH OWENS STREET",CA,BAKERSFIELD,93307,35.367035,-118.991624,1,rooftop,1000,"S Owens",Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002200,5002,5,060290022005002,"Bakersfield, CA",12540,metropolitan,,,,
838,"931 BELLE TERRACE",CA,BAKERSFIELD,93304,35.346856,-119.015726,1,range_interpolation,931,"Belle Ter",Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0603526,002600,3012,3,060290026003012,"Bakersfield, CA",12540,metropolitan,,,,
839,"5400 MONITOR ST BLDG B",CA,BAKERSFIELD,93307,35.306052,-119.011579,1,rooftop,5400,Monitor,Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,003122,3002,3,060290031223002,"Bakersfield, CA",12540,metropolitan,,,,
840,"523 BROADWAY",CA,WASCO,93280,35.594428,-119.338318,1,range_interpolation,523,Broadway,Wasco,CA,"Kern County",93280,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0683542,004401,2025,2,060290044012025,"Bakersfield, CA",12540,metropolitan,,,,
841,"492 W. KERN AVE",CA,"MC FARLAND",93250,35.678164,-119.233525,1,range_interpolation,492,"W Kern Ave","Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004701,2022,2,060290047012022,"Bakersfield, CA",12540,metropolitan,,,,
842,"9615 MAIN ST",CA,LAMONT,93241,35.267575,-118.914076,1,rooftop,9615,Main,Lamont,CA,"Kern County",93241,US,"Kern County",2018,06,06029,0640088,006401,1016,1,060290064011016,"Bakersfield, CA",12540,metropolitan,,,,
843,"1100 MING AVE",CA,BAKERFIELD,93304,35.3396,-119.015498,0.9,range_interpolation,1100,"Ming Ave",Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0603526,002600,2001,2,060290026002001,"Bakersfield, CA",12540,metropolitan,,,,
844,"900 SANFORD DR",CA,BAKERSFIELD,93308,35.415577,-119.042709,1,rooftop,900,Sanford,Bakersfield,CA,"Kern County",93308,US,"Kern County",2018,06,06029,0603526,000200,7011,7,060290002007011,"Bakersfield, CA",12540,metropolitan,,,,
845,"650 NORTH MAPLE",CA,WASCO,93280,35.607306,-119.346782,0.8,nearest_rooftop_match,700,"N Maple St",Wasco,CA,"Kern County",93280,US,"Kern County",2018,06,06029,0683542,004301,2030,2,060290043012030,"Bakersfield, CA",12540,metropolitan,,,,
846,"425 E. FAIRVIEW RD.",CA,BAKERSFIELD,93307,35.302744,-118.994718,1,rooftop,425,"E Fairview",Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,003103,2011,2,060290031032011,"Bakersfield, CA",12540,metropolitan,,,,
847,"1515 FELIZ DR",CA,BAKERSFIELD,93307,35.34996,-118.983091,1,rooftop,1515,Feliz,Bakersfield,CA,"Kern County",93307,US,"Kern County",2018,06,06029,0603526,002400,1050,1,060290024001050,"Bakersfield, CA",12540,metropolitan,,,,
848,"275 WEST LERDO",CA,SHAFTER,93263,35.499533,-119.282483,0.9,rooftop,275,"W Lerdo Hy",Shafter,CA,"Kern County",93263,US,"Kern County",2018,06,06029,0671106,004102,2001,2,060290041022001,"Bakersfield, CA",12540,metropolitan,,,,
849,"SHAFTER YOUTH CENTER, 455 E EUCLID AVE",CA,SHAFTER,93263,35.529153,-119.278029,0.6,street_center,,"Shafter Ave",Shafter,CA,"Kern County",93263,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0671106,003900,1592,1,060290039001592,"Bakersfield, CA",12540,metropolitan,,,,
850,"1801 PANORAMA DR",CA,BAKERSFIELD,93305,35.408263,-118.972043,1,rooftop,1801,"Panorama Dr",Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield",2018,06,06029,0603526,000800,1001,1,060290008001001,"Bakersfield, CA",12540,metropolitan,,,,
851,"3000 COLLEGE HEIGHTS BLVD",CA,RIDGECREST,93555,35.567815,-117.661273,1,rooftop,3000,"College Heights Bl",Ridgecrest,CA,"Kern County",93555,US,"Kern County",2018,06,06029,0660704,005501,3209,3,060290055013209,"Bakersfield, CA",12540,metropolitan,,,,
852,"10179 HEATHER AVE",CA,"CALIFORNIA CITY",93505-2247,35.129996,-117.947884,1,range_interpolation,10179,"Heather Ave","California City",CA,"Kern County",93505,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0609780,005507,2052,2,060290055072052,"Bakersfield, CA",12540,metropolitan,,,,
853,"9124 CATALPA AVE",CA,"CALIFORNIA CITY",93505-2781,35.123092,-117.967956,1,range_interpolation,9124,"Catalpa Ave","California City",CA,"Kern County",93505,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0609780,005507,3095,3,060290055073095,"Bakersfield, CA",12540,metropolitan,,,,
854,"BASCCP/ FS DINING ROOM, 501 SO. MT. VERNON AVE.",CA,BAKERSFIELD,93307,35.24512,-118.9411,1,place,,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0603526,006201,1078,1,060290062011078,"Bakersfield, CA",12540,metropolitan,,,,
855,"13550 SIERRA WAY",CA,KERNVILLE,93238,35.760968,-118.420107,1,range_interpolation,13550,"Sierra Way",Kernville,CA,"Kern County",93238,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0638310,005201,6015,6,060290052016015,"Bakersfield, CA",12540,metropolitan,,,,
856,"3240 ERSKINE CREEK ROAD",CA,"LAKE ISABELLA",93240,35.612485,-118.467986,1,range_interpolation,3240,"Erskine Creek Rd","Lake Isabella",CA,"Kern County",93240,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0639570,005204,5031,5,060290052045031,"Bakersfield, CA",12540,metropolitan,,,,
857,"3240 ERSKINE CREEK ROAD",CA,"LAKE ISABELLA",93240,35.612485,-118.467986,1,range_interpolation,3240,"Erskine Creek Rd","Lake Isabella",CA,"Kern County",93240,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0639570,005204,5031,5,060290052045031,"Bakersfield, CA",12540,metropolitan,,,,
858,"2616 GOSFORD ROAD",CA,BAKERSFIELD,93309,35.330627,-119.091642,1,rooftop,2616,Gosford,Bakersfield,CA,"Kern County",93309,US,"Kern County",2018,06,06029,0603526,002818,1003,1,060290028181003,"Bakersfield, CA",12540,metropolitan,,,,
859,"14688 LOST HILLS RD.",CA,"LOST HILLS",93249,35.616883,-119.688381,1,rooftop,14688,"Lost Hills Rd","Lost Hills",CA,"Kern County",93249,US,"Kern County",2018,06,06029,0644280,004500,2499,2,060290045002499,"Bakersfield, CA",12540,metropolitan,,,,
860,"8800 HARRIS ROAD SUITE 500",CA,BAKERSFIELD,93311,35.305009,-119.100553,1,rooftop,8800,Harris,Bakersfield,CA,"Kern County",93311,US,"Kern County",2018,06,06029,0603526,003123,2006,2,060290031232006,"Bakersfield, CA",12540,metropolitan,,,,
861,"410 EAST PERKINS AVENUE",CA,MCFARLAND,93250,35.681855,-119.222004,1,range_interpolation,410,"E Perkins Ave","Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004702,1001,1,060290047021001,"Bakersfield, CA",12540,metropolitan,,,,
862,"800 SOUTH GARZOLI",CA,MCFARLAND,93250,35.67801,-119.22927,0.33,place,,,"Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004701,1006,1,060290047011006,"Bakersfield, CA",12540,metropolitan,,,,
863,"356 WEST KERN AVENUE",CA,MCFARLAND,93250,35.678175,-119.231613,1,range_interpolation,356,"W Kern Ave","Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004701,2022,2,060290047012022,"Bakersfield, CA",12540,metropolitan,,,,
864,"259 SHERWOOD AVENUE",CA,MCFARLAND,93250,35.674279,-119.224303,0.8,range_interpolation,259,"E Sherwood Ave","Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004702,3009,3,060290047023009,"Bakersfield, CA",12540,metropolitan,,,,
865,"405 MAST AVENUE",CA,MCFARLAND,93250,35.672501,-119.232219,1,range_interpolation,405,"Mast Ave","Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004701,1033,1,060290047011033,"Bakersfield, CA",12540,metropolitan,,,,
866,"599 5TH STREET",CA,MCFARLAND,93250,35.680238,-119.234058,1,range_interpolation,599,"5th St","Mc Farland",CA,"Kern County",93250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0644826,004701,2037,2,060290047012037,"Bakersfield, CA",12540,metropolitan,,,,
867,"800 A STREET",CA,ARVIN,93203,35.199742,-118.828314,1,rooftop,800,"A St",Arvin,CA,"Kern County",93203,US,"Kern County",2018,06,06029,0602924,006304,1023,1,060290063041023,"Bakersfield, CA",12540,metropolitan,,,,
868,"410  CHANNA DRIVE",CA,DELANO,93215,35.779507,-119.200825,0.33,place,,,Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06029,0618394,004604,4036,4,060290046044036,"Bakersfield, CA",12540,metropolitan,,,,
869,"1619  MAIN STREET",CA,DELANO,93215,35.776821,-119.24723,1,rooftop,1619,"Main St",Delano,CA,"Kern County",93215,US,"Kern County",2018,06,06029,0618394,004901,4020,4,060290049014020,"Bakersfield, CA",12540,metropolitan,,,,
870,"824 18TH STREET",CA,BAKERSFIELD,93301,35.375509,-119.011536,1,rooftop,824,18th,Bakersfield,CA,"Kern County",93301,US,"Kern County",2018,06,06029,0603526,001600,1090,1,060290016001090,"Bakersfield, CA",12540,metropolitan,,,,
